tx,ty,err_mono_circle,err_halfL_as_circle,err_ellipse,xm,ym,xh,yh,xe,ye
1.0,-0.15,1.6653345369377348e-16,0.04920562075474896,0.053909215527207115,1.0,-0.15000000000000016,0.9508070653015233,-0.15111726881795973,1.0539079281609136,-0.14962744106956613
1.0,-0.1,8.326672684688674e-17,0.04908318252847064,0.05387450931461248,1.0,-0.09999999999999992,0.9509236272342789,-0.100817583808032,1.0538738167975106,-0.09972683785303461
1.0,-0.05,2.0976242988666222e-15,0.04898923356593741,0.0538477766555034,1.0000000000000016,-0.049999999999998594,0.9510126738288758,-0.05043229617376972,1.0538475823979887,-0.04985536033464297
1.0,0.0,4.5381496203368527e-17,0.048954150707305466,0.05383777280635482,1.0,-4.5381496203368527e-17,0.9510458492926945,-3.792155781754186e-20,1.0538377728063548,2.5107153381227885e-21
1.0,0.04999999999999999,2.0976242988666222e-15,0.04898923356593741,0.0538477766555034,1.0000000000000016,0.04999999999999858,0.9510126738288758,0.050432296173769736,1.0538475823979887,0.04985536033464297
1.0,0.09999999999999998,1.3877787807814457e-17,0.04908318252847064,0.05387450931461248,1.0,0.09999999999999996,0.9509236272342789,0.10081758380803195,1.0538738167975106,0.09972683785303457
1.0,0.15,1.6653345369377348e-16,0.04920562075474896,0.053909215527207115,1.0,0.15000000000000016,0.9508070653015233,0.15111726881795964,1.0539079281609136,0.14962744106956613
1.05,-0.15,1.3877787807814457e-16,0.04945081827916354,0.04779470282908284,1.05,-0.14999999999999986,1.0005599884921008,-0.15103377491633652,1.0977939805145929,-0.14973723567392025
1.05,-0.1,5.0895734351719815e-16,0.04934952565532255,0.047772328468243114,1.0500000000000003,-0.09999999999999955,1.0006561533920033,-0.10074865501522925,1.0977719486999467,-0.0998095146006094
1.05,-0.05,8.326672684688674e-17,0.04927403334842346,0.047755643579902377,1.05,-0.04999999999999992,1.0007275383370098,-0.050393553161214834,1.0977555384488917,-0.049899794276116495
1.05,0.0,8.292043140044491e-18,0.04924616114903935,0.04774948140990842,1.05,-8.292043140044491e-18,1.0007538388509607,1.305004628158876e-19,1.0977494814099085,-4.1837852462067224e-19
1.05,0.04999999999999999,7.632783294297951e-17,0.04927403334842346,0.047755643579902377,1.05,0.04999999999999991,1.0007275383370098,0.050393553161214785,1.0977555384488917,0.049899794276116495
1.05,0.09999999999999998,4.965068306494546e-16,0.04934952565532255,0.047772328468243114,1.0500000000000003,0.09999999999999953,1.0006561533920033,0.10074865501522924,1.0977719486999467,0.0998095146006094
1.05,0.15,2.7755575615628914e-17,0.04945081827916376,0.04779470282908284,1.05,0.14999999999999997,1.0005599884921006,0.15103377491633654,1.0977939805145929,0.14973723567392025
1.1,-0.15,1.3877787807814457e-16,0.049607666611297785,0.042876525660054815,1.1,-0.14999999999999986,1.050401276551704,-0.1509419229889449,1.1428761110773475,-0.14981144878599753
1.1,-0.1,1.6653345369377348e-16,0.049524199470150375,0.04286176796697267,1.1,-0.10000000000000017,1.0504804088104756,-0.10067558980276983,1.1428615543914964,-0.09986469146586978
1.1,-0.05,6.245004513516506e-17,0.04946363552545695,0.042851069313247975,1.1,-0.04999999999999994,1.050537625098037,-0.05035314084002373,1.1428510109015166,-0.04992924685949091
1.1,0.0,0.0,0.04944152773479238,0.042847165792699204,1.1,0.0,1.0505584722652077,-8.258731400720504e-18,1.1428471657926993,6.6979323634292346e-18
1.1,0.04999999999999999,2.0816681711721685e-16,0.04946363552545695,0.042851069313247975,1.1,0.04999999999999978,1.050537625098037,0.050353140840023736,1.1428510109015166,0.04992924685949091
1.1,0.09999999999999998,1.942890293094024e-16,0.049524199470150375,0.04286176796697267,1.1,0.10000000000000017,1.0504804088104756,0.10067558980276982,1.1428615543914964,0.09986469146586976
1.1,0.15,1.3877787807814457e-16,0.049607666611297785,0.042876525660054815,1.1,0.14999999999999986,1.050401276551704,0.15094192298894493,1.1428761110773475,0.14981144878599753
1.15,-0.15,1.1102230246251565e-16,0.04971149226213963,0.03884689892896732,1.15,-0.14999999999999988,1.1002957968796474,-0.1508512667616607,1.188846654918571,-0.1498623118201931
1.15,-0.1,6.684427777288335e-16,0.04964266925676748,0.038836942479020316,1.1500000000000004,-0.1000000000000005,1.1003610216363482,-0.10060534118455923,1.188836818991418,-0.09990206253751459
1.15,-0.05,3.95516952522712e-16,0.049593895099663554,0.03882989696331032,1.15,-0.04999999999999961,1.1004071039683483,-0.0503147925510962,1.1888298635510397,-0.04994906092925845
1.15,0.0,0.0,0.049576276954784504,0.03882735399377801,1.15,0.0,1.1004237230452154,1.4439744287563028e-24,1.188827353993778,-7.352990603394742e-20
1.15,0.04999999999999999,3.8163916471489756e-16,0.049593895099663554,0.03882989696331032,1.15,0.04999999999999961,1.1004071039683483,0.0503147925510962,1.1888298635510397,0.049949060929258444
1.15,0.09999999999999998,7.327682229021407e-16,0.04964266925676748,0.038836942479020316,1.1500000000000004,0.10000000000000056,1.1003610216363482,0.1006053411845592,1.188836818991418,0.09990206253751457
1.15,0.15,1.942890293094024e-16,0.04971149226213963,0.03884689892896732,1.15,0.1499999999999998,1.1002957968796474,0.15085126676166072,1.188846654918571,0.14986231182019286
1.2,-0.15,2.7755575615628914e-17,0.04978239374405037,0.03549160176571799,1.2,-0.15000000000000002,1.1502235074065714,-0.15076649330331054,1.2354914544238227,-0.14989773183276345
1.2,-0.1,2.425121083817322e-15,0.049725451304955835,0.03548473770172456,1.200000000000002,-0.10000000000000138,1.1502774915419458,-0.10054098070230641,1.2354846642715376,-0.09992781069017002
1.2,-0.05,1.457167719820518e-16,0.04968590998769577,0.03547997920217339,1.2,-0.04999999999999986,1.1503148792229203,-0.05028004405441772,1.2354799595188894,-0.04996262722087682
1.2,0.0,1.657053586344695e-17,0.049671759626540135,0.03547827780951884,1.2,-1.657053586344695e-17,1.1503282403734598,8.226398111149009e-18,1.2354782778095188,3.1912409564669907e-24
1.2,0.04999999999999999,1.1796119636642288e-16,0.04968590998769577,0.03547997920217339,1.2,0.04999999999999987,1.1503148792229203,0.05028004405441783,1.2354799595188894,0.04996262722087682
1.2,0.09999999999999998,2.433010126791216e-15,0.04972545130495584,0.03548473770172456,1.200000000000002,0.10000000000000137,1.1502774915419458,0.10054098070230642,1.2354846642715376,0.09992781069016998
1.2,0.15,2.7755575615628914e-17,0.04978239374405037,0.03549160176571799,1.2,0.15000000000000002,1.1502235074065714,0.15076649330331052,1.2354914544238227,0.14989773183276342
